weighted_rank,station_complex_id,station,passenger_weighted_average_stops,passenger_weighted_closeness
256,R529,103 St-Corona Plaza (7),11.400246672287109,0.0877174002235322
257,R186,Dyckman St (1),11.43011903677415,0.0874881527290046
258,N329,"Woodhaven Blvd (M,R)",11.435987875609904,0.0874432546516378
259,R309,Harlem-148 St (3),11.437105642872604,0.0874347086776436
260,N006A,190 St (A),11.4561413398107,0.0872894258492557
261,R314,"Prospect Av (2,5)",11.564433969854624,0.086472022980695
262,H026,"Myrtle-Wyckoff Avs (L,M)",11.656673546045935,0.0857877675007215
263,N322,"65 St (M,R)",11.708017350643884,0.0854115577429516
264,B027,"Sheepshead Bay (B,Q)",11.776264035092472,0.0849165743074431
265,B022,Avenue M (Q),11.823744742207388,0.0845755741351795
266,B025,Avenue U (Q),11.824179903794017,0.0845724615268354
267,B021,Avenue J (Q),11.852406131324315,0.0843710541910249
268,R285,Mt Eden Av (4),11.95118134305556,0.083673736620277
269,J023,"Norwood Av (J,Z)",11.956807678138562,0.0836343635290185
270,D008,18 Av (N),11.97856781304252,0.0834824342615632
271,N210,"174-175 Sts (B,D)",11.979625539864973,0.0834750632790874
272,E009,71 St (D),11.988686745038912,0.0834119717419269
273,N604,Jamaica-Van Wyck (E),12.000088143813958,0.0833327212280102
274,R641,"Beverly Rd (2,5)",12.008382840401875,0.0832751598021614
275,H019,Morgan Av (L),12.02049179392248,0.0831912718001768
276,R630,Junius St (3),12.03833397493358,0.083067972867526
277,J022,Cleveland St (J),12.05786352250601,0.0829334316260504
278,N546,"Church Av (F,G)",12.079315323117052,0.0827861491525292
279,R408,East 149 St (6),12.102749310656876,0.0826258542031822
280,H032,Wilson Av (L),12.121906035821688,0.0824952773140527
281,C027,Bay Ridge-95 St (R),12.131607899172788,0.0824293043684824
282,N338B,Sutphin Blvd (F),12.144723480314878,0.0823402856080567
283,N129,Grant Av (A),12.210892492615004,0.0818940958332724
284,N127,Shepherd Av (C),12.226956449916216,0.0817865021517151
285,N126,Van Siclen Av (C),12.237623589964825,0.0817152115072428
286,H037,Sutter Av (L),12.240786657669537,0.0816940959732717
287,H028,Halsey St (L),12.2883325507494,0.0813780059963477
288,R515,"Astoria-Ditmars Blvd (N,W)",12.312581528742172,0.081217736318385
289,R530,111 St (7),12.368562933302234,0.0808501363814473
290,H023,DeKalb Av (L),12.38709861552587,0.0807291546663404
291,N327,"Grand Av-Newtown (M,R)",12.411940491415534,0.0805675793153882
292,R188,207 St (1),12.41709492517982,0.0805341350795478
293,N003,Dyckman St (A),12.450825411999814,0.0803159603407677
294,R316,"Intervale Av (2,5)",12.531294610195854,0.0798002146710658
295,N325A,"Elmhurst Av (M,R)",12.53379977549034,0.0797842647810191
296,H022,Jefferson St (L),12.58918334287178,0.0794332700354402
297,K022,Seneca Av (M),12.650310454639426,0.0790494433781469
298,N605,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",12.712973984214452,0.0786598007076619
299,B029,"Brighton Beach (B,Q)",12.7256517880183,0.0785814366649211
300,J024,"Crescent St (J,Z)",12.731183461271067,0.0785472931909317
