weighted_rank,station_complex_id,station,passenger_weighted_average_stops,passenger_weighted_closeness
124,R619,"Grand Army Plaza (2,3)",8.191461092959198,0.1220783433689906
125,E001,9 Av (D),8.198948101994173,0.1219668654515299
126,C019,45 St (R),8.215115652870336,0.1217268316424252
127,R401,3 Av-138 St (6),8.22171824194603,0.1216290768635372
128,R256,116 St (6),8.242929796399979,0.1213160884175842
129,N202,"155 St (B,D)",8.343603208281438,0.1198522958291509
130,R101,"South Ferry (1)/Whitehall St (R,W)",8.344777807877646,0.1198354255826894
131,R511,"36 Av (N,W)",8.363320491285226,0.1195697332228297
132,R518,40 St-Lowery St (7),8.365535785516022,0.1195380697230877
133,R252,103 St (6),8.478073134798937,0.1179513297538587
134,R182,"168 St (A,C,1)",8.487469969546849,0.1178207408789678
135,N408A,Nassau Av (G),8.491859126380696,0.1177598432943162
136,N333A,"Forest Hills-71 Av (E,F,M,R)",8.52393462836785,0.1173167138884403
137,H012,Lorimer St (L)/Metropolitan Av (G),8.549197658728978,0.1169700409229597
138,R526,82 St-Jackson Hts (7),8.555148277912778,0.1168886812379098
139,N017,155 St (C),8.55996479496879,0.1168229103684819
140,R119,Canal St (1),8.56362057132311,0.1167730391218741
141,R524,69 St (7),8.600097781954034,0.1162777476900721
142,N116,"Nostrand Av (A,C)",8.604557662719394,0.1162174790614348
143,R302,"116 St (2,3)",8.659045609196705,0.1154861684684866
144,R261,"149 St-Grand Concourse (2,4,5)",8.680334741072935,0.1152029305123773
145,N114,"Franklin Av (C,S)",8.682232649529126,0.1151777475179997
146,N701,86 St (Q),8.724150263778322,0.1146243438919072
147,N035,"Cathedral Pkwy-110 St (B,C)",8.790094995026031,0.1137644133045047
148,N110,Lafayette Av (C),8.81796374705196,0.1134048663257798
149,N315,"Steinway St (M,R)",8.828690754001338,0.1132670775161968
150,N422,Fulton St (G),8.841635376074253,0.1131012485208372
